date,keyword,total_listings,avg_price,median_price,total_daily_sales,total_daily_revenue,avg_rating,total_reviews,bestseller_count,ad_count,new_items_count,search_volume_index
2026-07-25,christmas decorations clearance,176,19.66403409090909,10.57,2579.9,58422.49,4.473529411764706,266117.0,28,23,0,79.6
2026-07-25,christmas decorations disneyland,294,37.37720279720279,17.99,1019.1,41514.79,4.527142857142857,69082.0,10,48,0,73.4
2026-07-25,christmas decorations ideas,136,29.922089552238806,14.690000000000001,2153.5,36056.53,4.4875,62683.0,12,23,0,72.8
2026-07-25,christmas decorations indoor,136,35.09389705882353,18.645,1274.3,31689.28,4.503174603174603,160804.0,10,16,0,73.9
2026-07-25,christmas decorations near me,169,39.70918699186991,18.0,880.2,24470.36,4.509734513274337,129526.0,10,21,0,71.0
2026-07-25,christmas decorations nyc,296,19.437610921501708,15.0,1070.9,25503.61,4.638513513513513,128158.0,13,42,0,73.2
2026-07-25,christmas decorations on sale,89,21.05962962962963,14.99,590.9,7353.95,4.493617021276595,68610.0,4,15,0,60.6
2026-07-25,christmas decorations outdoor,207,90.4908695652174,44.99,1970.7,167048.05000000002,4.570992366412214,275452.0,22,34,0,67.3
2026-07-25,christmas gift card book,248,16.768906882591093,12.99,1220.7,21140.27,4.464545454545455,99109.0,11,36,0,72.0
2026-07-25,christmas gifts,96,29.469516129032257,20.79,1289.1000000000001,22163.02,4.632727272727273,8576.0,5,8,0,72.7
2026-07-25,christmas gifts 2026,151,20.446875,12.99,752.9,3891.1600000000003,4.540594059405941,18396.0,3,14,0,59.4
2026-07-25,christmas gifts for coworkers,222,14.964279279279278,11.99,2021.1,33548.67,4.601923076923077,15284.0,19,30,0,73.9
2026-07-25,christmas gifts for girls,280,30.90725,19.994999999999997,10798.0,244205.41,4.633497536945813,384746.0,69,45,0,70.0
2026-07-25,christmas gifts for kids,195,37.28855670103093,19.99,11653.7,200435.88999999998,4.507865168539325,12712.0,35,26,0,70.5
2026-07-25,christmas gifts for men,276,32.9728,22.99,12462.6,263211.63,4.666666666666667,627443.0,74,42,0,75.0
2026-07-25,christmas gifts for mom,243,26.264279835390948,21.95,4320.7,104643.65,4.740217391304348,601640.0,48,43,0,75.5
2026-07-25,christmas gifts for teen girls,229,19.488533333333333,15.0,9497.8,159835.13999999998,4.644578313253012,598399.0,46,32,0,77.2
2026-07-25,christmas gifts for teens,134,17.76172932330827,13.99,4503.2,72642.22,4.586666666666667,89447.0,25,21,0,68.6
2026-07-25,christmas gifts for women,176,45.671079545454546,19.99,4582.5,114642.38,4.6921739130434785,310606.0,41,26,0,74.4
2026-07-25,christmas gifts ideas,103,27.613883495145632,22.99,2013.8,50867.56,4.558974358974359,2974.0,14,15,0,73.0
2026-07-25,christmas in july,246,16.434816753926704,13.99,934.6999999999999,12972.42,4.552991452991454,125091.0,7,41,0,71.6
2026-07-25,christmas island,196,44.269999999999996,15.105,1224.9,30310.33,4.703529411764706,177834.0,22,31,0,74.4
2026-07-25,christmas lights,265,36.874,19.0,1841.9,59536.76,4.561832061068703,124952.0,24,47,0,71.8
2026-07-25,christmas movies,168,16.692091503267974,13.99,1225.7,20287.49,4.765263157894736,231208.0,16,27,0,75.9
2026-07-25,christmas ornament,175,20.452261904761905,14.105,1209.9,20142.760000000002,4.690434782608696,392330.0,10,20,0,67.0
2026-07-25,christmas ornament crafts,268,17.9256015037594,12.99,603.7,9210.11,4.525409836065574,23154.0,3,38,0,70.8
2026-07-25,christmas ornament storage,144,27.56822695035461,17.89,1743.8999999999999,59784.560000000005,4.524561403508772,9489.0,8,13,0,80.6
2026-07-25,christmas ornament storage box,276,45.35790441176471,30.015,2614.9,112675.68,4.605970149253731,353144.0,26,38,0,66.4
2026-07-25,christmas ornaments,74,17.53876712328767,12.59,188.4,3426.79,4.61,6773.0,0,7,0,75.2
2026-07-25,christmas ornaments 2026,143,17.587272727272726,11.05,988.4,13493.26,4.659036144578313,145998.0,9,15,0,72.3
2026-07-25,christmas ornaments clearance,170,10.4398224852071,7.7,536.5,6135.14,4.28876404494382,26781.0,4,27,0,75.4
2026-07-25,christmas ornaments near me,175,15.327109826589597,13.09,1464.5,21593.45,4.641958041958041,209785.0,18,18,0,74.7
2026-07-25,christmas ornaments nyc,178,18.60887640449438,15.285,968.9,19611.33,4.704854368932039,184598.0,10,20,0,69.1
2026-07-25,christmas ornaments personalized,127,11.002357723577235,9.99,605.3,7805.22,4.539583333333334,101705.0,5,7,0,70.0
2026-07-25,christmas ornaments sale,123,21.51487804878049,9.99,472.4,7311.32,4.4223684210526315,91754.0,6,20,0,67.1
2026-07-25,christmas ornaments set,192,41.979375,29.865000000000002,860.9,44619.55,4.632743362831858,69758.0,9,38,0,69.7
2026-07-25,christmas ornaments to make,122,18.439814814814813,13.99,545.4,8086.41,4.586956521739131,147327.0,6,20,0,65.2
2026-07-25,christmas pajamas,278,20.785,17.93,2203.0,46483.34,4.579396984924623,425886.0,27,37,0,75.5
2026-07-25,christmas story,184,27.990609756097562,16.99,1334.3,44015.11,4.788043478260869,270372.0,12,35,0,66.9
2026-07-25,christmas tree,248,227.86608163265308,107.99,619.0,161127.31,4.386290322580645,63516.0,1,31,0,65.7
2026-07-25,christmas vacation,130,36.19722222222222,12.969999999999999,456.1,8467.39,4.663265306122449,48823.0,4,21,0,71.0
2026-07-25,christmas vacation cast,187,40.4146408839779,18.74,1995.5,52021.28,4.819259259259259,389431.0,26,37,0,68.9
2026-07-25,christmas wrapping paper,291,16.491202749140893,14.99,4393.7,57034.75,4.7058333333333335,703851.0,37,51,0,62.5
2026-07-25,clear christmas ornaments balls,263,23.913969465648854,18.560000000000002,2221.4,55395.02,4.618932038834951,331097.0,31,33,0,73.0
2026-07-25,diamond art christmas ornaments,265,18.137622641509434,14.99,812.9,21682.05,4.555555555555555,189683.0,6,39,0,70.1
2026-07-25,grinch christmas decorations,251,53.193850000000005,22.145,1429.8,78765.85,4.6138728323699425,295814.0,19,43,0,72.2
2026-07-25,nightmare before christmas,94,56.043297872340425,20.73,277.1,19403.55,4.777272727272727,20570.0,5,15,0,77.9
2026-07-25,nightmare before christmas gifts,290,31.29871527777778,19.244999999999997,1048.4,29458.64,4.693197278911565,125669.0,8,47,0,65.7
2026-07-25,personalized christmas ornaments,35,12.019705882352941,9.99,117.7,1653.54,4.578571428571428,4255.0,0,2,0,74.3
2026-07-25,toddler christmas gifts,173,27.479432624113475,18.81,5461.9,71465.22,4.655339805825243,182075.0,34,25,0,69.8
2026-07-25,vintage christmas ornaments,181,37.090614525139664,23.63,379.1,10349.07,4.4759493670886075,12171.0,0,26,0,66.5
2026-07-26,baby christmas gifts,289,19.363840830449824,15.95,14946.0,263266.18,4.696846846846847,1010667.0,94,52,0,75.1
2026-07-26,bulk christmas gifts,284,13.527394366197184,8.98,11192.4,147140.11,4.579411764705882,24067.0,48,43,0,75.7
2026-07-26,christmas,78,62.116666666666674,20.485,542.0,18615.37,4.71025641025641,197087.0,5,12,0,76.9
2026-07-26,christmas 2026,286,15.163601398601399,9.99,1520.5,23932.78,4.604761904761905,223504.0,16,31,0,71.5
2026-07-26,christmas cactus,283,24.43441696113074,19.99,2383.2,50296.11,4.292800000000001,638663.0,22,46,0,75.8
2026-07-26,christmas decor,261,47.32969348659004,19.97,3004.4,98246.83,4.593292682926829,360959.0,23,47,0,76.7
2026-07-26,christmas decorations,117,67.97641025641026,24.99,4264.599999999999,94578.08,4.5393442622950815,231355.0,11,10,0,82.8
2026-07-26,christmas decorations 2026,239,18.205840336134454,11.99,1371.3,15172.119999999999,4.556024096385542,134066.0,14,34,0,76.5
2026-07-26,christmas decorations amazon,240,22.52154811715481,16.82,1848.6000000000001,29938.76,4.5120689655172415,146330.0,17,28,0,74.0
2026-07-26,christmas decorations clearance,176,19.66403409090909,10.57,2700.4,58159.85,4.484782608695652,266683.0,28,32,0,82.8
2026-07-26,christmas decorations disneyland,294,37.37720279720279,17.99,1056.9,44189.42,4.531468531468532,69201.0,13,41,0,75.8
2026-07-26,christmas decorations ideas,136,29.922089552238806,14.690000000000001,2153.9,37034.16,4.480208333333334,62711.0,12,18,0,72.8
2026-07-26,christmas decorations indoor,136,35.09389705882353,18.645,1297.0,32716.44,4.50625,161547.0,10,23,0,75.1
2026-07-26,christmas decorations near me,169,39.70918699186991,18.0,906.0,25420.17,4.511965811965812,129802.0,10,13,0,72.8
2026-07-26,christmas decorations nyc,296,19.437610921501708,15.0,1121.1,27219.46,4.636601307189542,128496.0,14,48,0,76.1
2026-07-26,christmas decorations on sale,89,21.05962962962963,14.99,600.2,7405.24,4.5,69095.0,4,16,0,61.4
2026-07-26,christmas decorations outdoor,207,90.4908695652174,44.99,2031.1,171661.04,4.541911764705882,275582.0,21,36,0,69.1
2026-07-26,christmas gift card book,248,16.768906882591093,12.99,1241.5,21562.46,4.45945945945946,99145.0,12,38,0,73.1
2026-07-26,christmas gifts,96,29.469516129032257,20.79,1382.1,23840.36,4.633333333333334,9168.0,5,5,0,77.3
2026-07-26,christmas gifts 2026,151,20.446875,12.99,785.9,4021.15,4.533333333333333,18419.0,4,20,0,61.6
2026-07-26,christmas gifts for coworkers,222,14.964279279279278,11.99,2096.6,35143.86,4.59047619047619,15344.0,19,37,0,76.3
2026-07-26,christmas gifts for girls,280,30.90725,19.994999999999997,11213.8,254587.55,4.6303921568627455,384875.0,70,40,0,72.3
2026-07-26,christmas gifts for kids,195,37.28855670103093,19.99,12132.4,207944.94,4.512222222222222,13167.0,35,35,0,73.0
2026-07-26,christmas gifts for men,276,32.9728,22.99,12881.9,272021.17,4.666829268292683,627695.0,74,41,0,77.1
2026-07-26,christmas gifts for mom,243,26.264279835390948,21.95,4346.6,106497.61,4.743478260869565,601705.0,48,43,0,75.9
2026-07-26,christmas gifts for teen girls,229,19.488533333333333,15.0,9693.1,162869.29,4.6491017964071855,598576.0,48,39,0,78.6
2026-07-26,christmas gifts for teens,134,17.76172932330827,13.99,4708.3,76108.43,4.587777777777777,89472.0,24,29,0,71.3
2026-07-26,christmas gifts for women,176,45.671079545454546,19.99,4838.2,119318.59,4.701739130434783,310645.0,40,24,0,78.0
2026-07-26,christmas gifts ideas,103,27.613883495145632,22.99,2057.3,52378.85,4.558974358974359,2979.0,14,19,0,74.4
2026-07-26,christmas in july,246,16.4348167539267,13.99,949.2,13054.78,4.549586776859504,125277.0,8,47,0,72.6
2026-07-26,christmas island,196,44.269999999999996,15.105,1269.4,31864.81,4.7046511627906975,178031.0,22,34,0,76.8
2026-07-26,christmas lights,265,36.874,19.0,1906.6,59537.04,4.5628787878787875,125548.0,26,43,0,74.0
2026-07-26,christmas movies,168,16.692091503267974,13.99,1257.6,21013.55,4.766666666666667,231434.0,16,27,0,77.6
2026-07-26,christmas ornament,175,20.452261904761905,14.105,1262.7,20475.37,4.687931034482758,392956.0,11,21,0,69.4
2026-07-26,christmas ornament crafts,268,17.9256015037594,12.99,628.4,9529.31,4.529032258064516,23303.0,2,38,0,73.3
2026-07-26,christmas ornament storage,144,27.56822695035461,17.89,1786.1000000000001,60753.71,4.520689655172413,9752.0,9,19,0,82.3
2026-07-26,christmas ornament storage box,276,45.35790441176471,30.015,2764.3,118690.01,4.609803921568627,353771.0,28,38,0,69.6
2026-07-26,christmas ornaments,74,17.53876712328767,12.59,193.9,3489.91,4.61219512195122,6792.0,1,8,0,77.1
2026-07-26,christmas ornaments 2026,143,17.587272727272726,11.05,1008.2,13596.31,4.651162790697675,148549.0,9,17,0,73.5
